Student/File,CircularLine.hpp,ThrowTheBall.hpp,AzimuthMonitoring.hpp,Inchworm.hpp,StreetParking.hpp,EggCartons.hpp,PartySeats.hpp,DownloadingFiles.hpp,InchWorm.hpp,inchworm.hpp,DownloadingFile.hpp,ChangingString.hpp,getAzimuth.hpp
s050,"week1-19/s050/CircularLine.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s050/CircularLine.hpp:17:3: Rule11 Violated: Variable declared in loop.
week1-19/s050/CircularLine.hpp:20:4: Rule11 Violated: Variable declared in loop.
",,,,"week1-19/s050/StreetParking.hpp:46:9: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s050/StreetParking.hpp:7:7: Rule9 Violated: Code that is never executed.
","week1-19/s050/EggCartons.hpp:4:7: Rule9 Violated: Code that is never executed.
","week1-19/s050/PartySeats.hpp:56:10: Rule1 Violated: No need to check if Boolean variable is equal to true or false.
week1-19/s050/PartySeats.hpp:82:10: Rule1 Violated: No need to check if Boolean variable is equal to true or false.
week1-19/s050/PartySeats.hpp:63:9: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s050/PartySeats.hpp:9:7: Rule9 Violated: Code that is never executed.
week1-19/s050/PartySeats.hpp:27:3: Rule11 Violated: Variable declared in loop.
week1-19/s050/PartySeats.hpp:46:6: Rule11 Violated: Variable declared in loop.
week1-19/s050/PartySeats.hpp:72:6: Rule11 Violated: Variable declared in loop.
","week1-19/s050/DownloadingFiles.hpp:25:6: Rule9 Violated: Code that is never executed.
week1-19/s050/DownloadingFiles.hpp:28:6: Rule9 Violated: Code that is never executed.
week1-19/s050/DownloadingFiles.hpp:31:6: Rule9 Violated: Code that is never executed.
week1-19/s050/DownloadingFiles.hpp:34:6: Rule9 Violated: Code that is never executed.
week1-19/s050/DownloadingFiles.hpp:37:6: Rule9 Violated: Code that is never executed.
week1-19/s050/DownloadingFiles.hpp:40:6: Rule9 Violated: Code that is never executed.
week1-19/s050/DownloadingFiles.hpp:43:6: Rule9 Violated: Code that is never executed.
week1-19/s050/DownloadingFiles.hpp:46:6: Rule9 Violated: Code that is never executed.
week1-19/s050/DownloadingFiles.hpp:49:6: Rule9 Violated: Code that is never executed.
week1-19/s050/DownloadingFiles.hpp:11:7: Rule9 Violated: Code that is never executed.
week1-19/s050/DownloadingFiles.hpp:18:3: Rule11 Violated: Variable declared in loop.
week1-19/s050/DownloadingFiles.hpp:55:3: Rule11 Violated: Variable declared in loop.
week1-19/s050/DownloadingFiles.hpp:72:3: Rule11 Violated: Variable declared in loop.
week1-19/s050/DownloadingFiles.hpp:100:4: Rule11 Violated: Variable declared in loop.
",,,,,
s004,,"week1-19/s004/ThrowTheBall.hpp:5:7: Rule9 Violated: Code that is never executed.
","week1-19/s004/AzimuthMonitoring.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s004/AzimuthMonitoring.hpp:21:5: Rule11 Violated: Variable declared in loop.
week1-19/s004/AzimuthMonitoring.hpp:39:9: Rule11 Violated: Variable declared in loop.
week1-19/s004/AzimuthMonitoring.hpp:50:9: Rule11 Violated: Variable declared in loop.
","week1-19/s004/Inchworm.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s004/Inchworm.hpp:16:5: Rule11 Violated: Variable declared in loop.
","week1-19/s004/StreetParking.hpp:7:7: Rule9 Violated: Code that is never executed.
","week1-19/s004/EggCartons.hpp:5:7: Rule9 Violated: Code that is never executed.
","week1-19/s004/PartySeats.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s004/PartySeats.hpp:21:5: Rule11 Violated: Variable declared in loop.
week1-19/s004/PartySeats.hpp:24:7: Rule11 Violated: Variable declared in loop.
week1-19/s004/PartySeats.hpp:39:5: Rule11 Violated: Variable declared in loop.
",,,,,,
s003,"week1-19/s003/CircularLine.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s003/CircularLine.hpp:16:7: Rule11 Violated: Variable declared in loop.
week1-19/s003/CircularLine.hpp:18:9: Rule11 Violated: Variable declared in loop.
week1-19/s003/CircularLine.hpp:29:13: Rule11 Violated: Variable declared in loop.
week1-19/s003/CircularLine.hpp:35:13: Rule11 Violated: Variable declared in loop.
week1-19/s003/CircularLine.hpp:16:7: Rule13 Violated: Nested For Loop With Indices Comparison.
",,"week1-19/s003/AzimuthMonitoring.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s003/AzimuthMonitoring.hpp:34:9: Rule11 Violated: Variable declared in loop.
","week1-19/s003/Inchworm.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s003/Inchworm.hpp:12:4: Rule11 Violated: Variable declared in loop.
","week1-19/s003/StreetParking.hpp:22:7: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s003/StreetParking.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s003/StreetParking.hpp:20:5: Rule11 Violated: Variable declared in loop.
","week1-19/s003/EggCartons.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s003/EggCartons.hpp:37:8: Rule11 Violated: Variable declared in loop.
week1-19/s003/EggCartons.hpp:40:9: Rule11 Violated: Variable declared in loop.
","week1-19/s003/PartySeats.hpp:81:15: Rule1 Violated: No need to check if Boolean variable is equal to true or false.
week1-19/s003/PartySeats.hpp:94:16: Rule1 Violated: No need to check if Boolean variable is equal to true or false.
week1-19/s003/PartySeats.hpp:21:9: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s003/PartySeats.hpp:8:7: Rule9 Violated: Code that is never executed.
week1-19/s003/PartySeats.hpp:53:5: Rule11 Violated: Variable declared in loop.
",,,,,,
s035,,"week1-19/s035/ThrowTheBall.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s035/ThrowTheBall.hpp:10:9: Rule11 Violated: Variable declared in loop.
","week1-19/s035/AzimuthMonitoring.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s035/AzimuthMonitoring.hpp:13:9: Rule11 Violated: Variable declared in loop.
week1-19/s035/AzimuthMonitoring.hpp:20:9: Rule11 Violated: Variable declared in loop.
","week1-19/s035/Inchworm.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s035/Inchworm.hpp:11:5: Rule11 Violated: Variable declared in loop.
","week1-19/s035/StreetParking.hpp:21:17: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s035/StreetParking.hpp:24:17: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s035/StreetParking.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s035/StreetParking.hpp:12:9: Rule11 Violated: Variable declared in loop.
","week1-19/s035/EggCartons.hpp:24:13: Rule5 Violated: Checking an expression that has a known True/False value.
week1-19/s035/EggCartons.hpp:40:14: Rule5 Violated: Checking an expression that has a known True/False value.
week1-19/s035/EggCartons.hpp:4:7: Rule9 Violated: Code that is never executed.
",,,,,,,
s032,"week1-19/s032/CircularLine.hpp:8:7: Rule9 Violated: Code that is never executed.
week1-19/s032/CircularLine.hpp:12:9: Rule11 Violated: Variable declared in loop.
week1-19/s032/CircularLine.hpp:13:13: Rule11 Violated: Variable declared in loop.
week1-19/s032/CircularLine.hpp:17:17: Rule11 Violated: Variable declared in loop.
week1-19/s032/CircularLine.hpp:24:17: Rule11 Violated: Variable declared in loop.
week1-19/s032/CircularLine.hpp:12:9: Rule13 Violated: Nested For Loop With Indices Comparison.
","week1-19/s032/ThrowTheBall.hpp:7:7: Rule9 Violated: Code that is never executed.
","week1-19/s032/AzimuthMonitoring.hpp:8:7: Rule9 Violated: Code that is never executed.
week1-19/s032/AzimuthMonitoring.hpp:12:9: Rule11 Violated: Variable declared in loop.
","week1-19/s032/Inchworm.hpp:4:7: Rule9 Violated: Code that is never executed.
","week1-19/s032/StreetParking.hpp:18:25: Rule9 Violated: Code that is never executed.
week1-19/s032/StreetParking.hpp:22:25: Rule9 Violated: Code that is never executed.
week1-19/s032/StreetParking.hpp:9:7: Rule9 Violated: Code that is never executed.
week1-19/s032/StreetParking.hpp:14:9: Rule11 Violated: Variable declared in loop.
week1-19/s032/StreetParking.hpp:29:9: Rule11 Violated: Variable declared in loop.
","week1-19/s032/EggCartons.hpp:4:7: Rule9 Violated: Code that is never executed.
",,,,,,,
s051,,"week1-19/s051/ThrowTheBall.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s051/ThrowTheBall.hpp:12:9: Rule11 Violated: Variable declared in loop.
",,"week1-19/s051/Inchworm.hpp:4:7: Rule9 Violated: Code that is never executed.
","week1-19/s051/StreetParking.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s051/StreetParking.hpp:13:13: Rule11 Violated: Variable declared in loop.
week1-19/s051/StreetParking.hpp:21:13: Rule11 Violated: Variable declared in loop.
","week1-19/s051/EggCartons.hpp:4:7: Rule9 Violated: Code that is never executed.
","week1-19/s051/PartySeats.hpp:6:7: Rule9 Violated: Code that is never executed.
",,,,,,
s056,,"week1-19/s056/ThrowTheBall.hpp:4:7: Rule9 Violated: Code that is never executed.
",,"week1-19/s056/Inchworm.hpp:4:7: Rule9 Violated: Code that is never executed.
","week1-19/s056/StreetParking.hpp:12:7: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s056/StreetParking.hpp:14:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s056/StreetParking.hpp:14:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s056/StreetParking.hpp:16:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s056/StreetParking.hpp:16:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s056/StreetParking.hpp:18:7: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s056/StreetParking.hpp:18:7: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s056/StreetParking.hpp:20:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s056/StreetParking.hpp:4:7: Rule9 Violated: Code that is never executed.
","week1-19/s056/EggCartons.hpp:3:7: Rule9 Violated: Code that is never executed.
",,"week1-19/s056/DownloadingFiles.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s056/DownloadingFiles.hpp:17:9: Rule11 Violated: Variable declared in loop.
",,,,,
s069,,,,,,,"week1-19/s069/PartySeats.hpp:21:5: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s069/PartySeats.hpp:37:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s069/PartySeats.hpp:38:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s069/PartySeats.hpp:10:7: Rule9 Violated: Code that is never executed.
week1-19/s069/PartySeats.hpp:17:3: Rule11 Violated: Variable declared in loop.
week1-19/s069/PartySeats.hpp:19:4: Rule11 Violated: Variable declared in loop.
week1-19/s069/PartySeats.hpp:41:3: Rule11 Violated: Variable declared in loop.
",,,,,,
s060,,"week1-19/s060/ThrowTheBall.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s060/ThrowTheBall.hpp:9:13: Rule11 Violated: Variable declared in loop.
","week1-19/s060/AzimuthMonitoring.hpp:8:7: Rule9 Violated: Code that is never executed.
week1-19/s060/AzimuthMonitoring.hpp:12:13: Rule11 Violated: Variable declared in loop.
","week1-19/s060/Inchworm.hpp:4:7: Rule9 Violated: Code that is never executed.
",,"week1-19/s060/EggCartons.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s060/EggCartons.hpp:12:13: Rule11 Violated: Variable declared in loop.
week1-19/s060/EggCartons.hpp:20:17: Rule11 Violated: Variable declared in loop.
",,"week1-19/s060/DownloadingFiles.hpp:10:7: Rule9 Violated: Code that is never executed.
week1-19/s060/DownloadingFiles.hpp:16:13: Rule11 Violated: Variable declared in loop.
week1-19/s060/DownloadingFiles.hpp:29:17: Rule11 Violated: Variable declared in loop.
week1-19/s060/DownloadingFiles.hpp:37:17: Rule11 Violated: Variable declared in loop.
week1-19/s060/DownloadingFiles.hpp:46:17: Rule11 Violated: Variable declared in loop.
",,,,,
s094,,"week1-19/s094/ThrowTheBall.hpp:4:7: Rule9 Violated: Code that is never executed.
","week1-19/s094/AzimuthMonitoring.hpp:8:9: Rule9 Violated: Code that is never executed.
week1-19/s094/AzimuthMonitoring.hpp:14:7: Rule11 Violated: Variable declared in loop.
","week1-19/s094/Inchworm.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s094/Inchworm.hpp:11:5: Rule11 Violated: Variable declared in loop.
","week1-19/s094/StreetParking.hpp:21:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s094/StreetParking.hpp:22:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s094/StreetParking.hpp:22:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s094/StreetParking.hpp:23:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s094/StreetParking.hpp:23:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s094/StreetParking.hpp:24:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s094/StreetParking.hpp:24:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s094/StreetParking.hpp:25:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s094/StreetParking.hpp:25:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s094/StreetParking.hpp:26:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s094/StreetParking.hpp:26:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s094/StreetParking.hpp:27:13: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s094/StreetParking.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s094/StreetParking.hpp:10:9: Rule11 Violated: Variable declared in loop.
","week1-19/s094/EggCartons.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s094/EggCartons.hpp:9:3: Rule11 Violated: Variable declared in loop.
week1-19/s094/EggCartons.hpp:11:4: Rule11 Violated: Variable declared in loop.
",,,,,,,
s093,,"week1-19/s093/ThrowTheBall.hpp:42:7: and week1-19/s093/ThrowTheBall.hpp:46:7 Rule7 Violated: Repeated statement(s) in branches of conditional statement (could be taken out).
week1-19/s093/ThrowTheBall.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s093/ThrowTheBall.hpp:12:3: Rule11 Violated: Variable declared in loop.
","week1-19/s093/AzimuthMonitoring.hpp:43:9: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s093/AzimuthMonitoring.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s093/AzimuthMonitoring.hpp:12:3: Rule11 Violated: Variable declared in loop.
","week1-19/s093/Inchworm.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s093/Inchworm.hpp:11:3: Rule11 Violated: Variable declared in loop.
","week1-19/s093/StreetParking.hpp:26:9: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s093/StreetParking.hpp:37:4: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s093/StreetParking.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s093/StreetParking.hpp:11:3: Rule11 Violated: Variable declared in loop.
week1-19/s093/StreetParking.hpp:19:3: Rule11 Violated: Variable declared in loop.
week1-19/s093/StreetParking.hpp:55:3: Rule11 Violated: Variable declared in loop.
","week1-19/s093/EggCartons.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s093/EggCartons.hpp:26:5: Rule11 Violated: Variable declared in loop.
week1-19/s093/EggCartons.hpp:27:6: Rule11 Violated: Variable declared in loop.
",,,,,,,
